Directorate,Updated,Service,Supplier Name,Amount,Type
Adult & Community Services,24/03/2010,Arts,Firestation,"18,500.00",Revenue
Adult & Community Services,30/03/2010,Arts,Firestation,865,Revenue
Resources,20/01/2010,Procurement,First Adapt Limited,650,Revenue
Environmental Services,05/01/2010,Transportation,First Beeline Buses Ltd,"11,271.54",Revenue
Environmental Services,05/01/2010,Transportation,First Beeline Buses Ltd,"11,271.54",Revenue
Environmental Services,12/02/2010,Transportation,First Beeline Buses Ltd,"11,271.54",Revenue
Environmental Services,19/03/2010,Transportation,First Beeline Buses Ltd,"11,271.54",Revenue
Environmental Services,19/03/2010,Transportation,First Beeline Buses Ltd,"11,271.54",Revenue
Children's Services,09/03/2010,Education & Childcare Services,First Beeline Buses Ltd,711.99,Revenue
Children's Services,09/03/2010,Education & Childcare Services,First Beeline Buses Ltd,"6,645.24",Revenue
Children's Services,09/03/2010,Education & Childcare Services,First Beeline Buses Ltd,949.32,Revenue
Children's Services,09/03/2010,Education & Childcare Services,First Beeline Buses Ltd,"2,847.96",Revenue
Children's Services,09/03/2010,Education & Childcare Services,First Beeline Buses Ltd,711.99,Revenue
Children's Services,23/03/2010,Education & Childcare Services,First Beeline Buses Ltd,"1,973.86",Revenue
Children's Services,23/03/2010,Education & Childcare Services,First Beeline Buses Ltd,"2,960.79",Revenue
Children's Services,23/03/2010,Education & Childcare Services,First Beeline Buses Ltd,"2,819.80",Revenue
Children's Services,23/03/2010,Education & Childcare Services,First Beeline Buses Ltd,"2,114.85",Revenue
Adult & Community Services,08/01/2010,Concessionary Transport,First Beeline Buses Ltd,"43,757.96",Revenue
Adult & Community Services,28/01/2010,Concessionary Transport,First Beeline Buses Ltd,"38,791.84",Revenue
Adult & Community Services,13/03/2010,Concessionary Transport,First Beeline Buses Ltd,"34,420.34",Revenue
Adult & Community Services,19/03/2010,Concessionary Transport,First Beeline Buses Ltd,"39,109.71",Revenue
"Policy,Performance & Planning",14/01/2010,Town Management,First Beeline Buses Ltd,827.37,Revenue
"Policy,Performance & Planning",03/02/2010,Town Management,First Beeline Buses Ltd,"1,071.27",Revenue
Children's Services,23/03/2010,Education & Childcare Services,First Choice Minibus Service,"1,452.00",Revenue
Children's Services,23/03/2010,Education & Childcare Services,First Choice Minibus Service,"1,452.00",Revenue
Environmental Services,31/03/2010,Local Transport Plan,First Greater Western Ltd,"10,000.00",Capital
Children's Services,12/02/2010,Education & Childcare Services,First Greater Western Ltd,552.66,Revenue
Childrens Services,10/02/2010,Non Schools,First Steps Pre School,650,Capital
Children's Services,13/01/2010,ISB,First Steps Pre School,"8,581.77",Revenue
Children's Services,02/03/2010,ISB,First Steps Pre School,"1,514.43",Revenue
Children's Services,05/02/2010,DSG Education & Childcare Services,First Steps Preschool,500,Revenue
Children's Services,13/01/2010,ISB,First Steps Preschool,"6,517.80",Revenue
Children's Services,02/03/2010,ISB,First Steps Preschool,"2,332.35",Revenue
Children's Services,12/03/2010,Education & Childcare Services,Fischer Education Project Ltd,"3,172.00",Revenue
"Policy,Performance & Planning",10/03/2010,Corporate Performance & Developmt,Fischer Education Project Ltd,"4,793.00",Revenue
Resources,24/02/2010,Corporate Treasury Management,Fitch Rating,"5,500.00",Revenue
Environmental Services,05/02/2010,Road Safety & Crossing Patrols,Fitting Exposure Ltd,"2,000.00",Revenue
Children's Services,08/01/2010,Safeguarding & Specialist Services,Fitzgerald Fostering and Consultancy Ltd,"3,607.60",Revenue
Children's Services,08/01/2010,Safeguarding & Specialist Services,Fitzgerald Fostering and Consultancy Ltd,"2,100.00",Revenue
Children's Services,14/01/2010,Safeguarding & Specialist Services,Fitzgerald Fostering and Consultancy Ltd,"2,882.00",Revenue
Children's Services,04/02/2010,Safeguarding & Specialist Services,Fitzgerald Fostering and Consultancy Ltd,"1,200.00",Revenue
Children's Services,03/02/2010,Safeguarding & Specialist Services,Fitzgerald Fostering and Consultancy Ltd,"3,690.40",Revenue
Children's Services,24/02/2010,Safeguarding & Specialist Services,Fitzgerald Fostering and Consultancy Ltd,"3,360.00",Revenue
Children's Services,09/03/2010,Safeguarding & Specialist Services,Fitzgerald Fostering and Consultancy Ltd,"3,626.40",Revenue
Children's Services,17/03/2010,Safeguarding & Specialist Services,Fitzgerald Fostering and Consultancy Ltd,"3,200.00",Revenue
Children's Services,24/03/2010,Safeguarding & Specialist Services,Fitzgerald Fostering and Consultancy Ltd,"3,724.00",Revenue
Adult & Community Services,08/01/2010,Elderly & Physical Disability,Five Acres Nursing Home Ltd,"2,582.88",Revenue
Adult & Community Services,03/02/2010,Elderly & Physical Disability,Five Acres Nursing Home Ltd,"2,582.88",Revenue
Adult & Community Services,02/03/2010,Elderly & Physical Disability,Five Acres Nursing Home Ltd,"2,582.88",Revenue
Children's Services,08/02/2010,Education & Childcare Services,Five Star Radio Cars Ltd,"2,082.84",Revenue
Children's Services,08/02/2010,Education & Childcare Services,Five Star Radio Cars Ltd,"1,870.80",Revenue
Children's Services,08/02/2010,Education & Childcare Services,Five Star Radio Cars Ltd,"1,120.00",Revenue
Children's Services,08/02/2010,Education & Childcare Services,Five Star Radio Cars Ltd,"18,024.47",Revenue
Children's Services,11/03/2010,Education & Childcare Services,Five Star Radio Cars Ltd,"1,607.14",Revenue
Children's Services,11/03/2010,Education & Childcare Services,Five Star Radio Cars Ltd,"1,383.10",Revenue
Children's Services,11/03/2010,Education & Childcare Services,Five Star Radio Cars Ltd,820,Revenue
Children's Services,11/03/2010,Education & Childcare Services,Five Star Radio Cars Ltd,"14,013.50",Revenue
Adult & Community Services,08/03/2010,Parks & Open Spaces,Flagpole Express Ltd,880,Revenue
Children's Services,12/02/2010,Education & Childcare Services,Flexible Physiotherapy,634,Revenue
Children's Services,13/01/2010,ISB,Forest Lodge Day Nursery,"2,406.46",Revenue
Children's Services,27/01/2010,ISB,Forest MOT & Service Centre Ltd,514.27,Revenue
Children's Services,04/01/2010,ISB,Forever Fuels Limited,510,Revenue
Adult & Community Services,05/02/2010,Magnet Leisure Centre,Forever Fuels Limited,"1,190.00",Revenue
Adult & Community Services,08/03/2010,Magnet Leisure Centre,Forever Fuels Limited,771.8,Revenue
Adult & Community Services,08/03/2010,Magnet Leisure Centre,Forward Vending & Catering Ltd,"1,300.20",Revenue
Children's Services,28/01/2010,Safeguarding & Specialist Services,Foster Care Associates Ltd,"4,312.10",Revenue
Children's Services,28/01/2010,Safeguarding & Specialist Services,Foster Care Associates Ltd,556.4,Revenue
Children's Services,28/01/2010,Safeguarding & Specialist Services,Foster Care Associates Ltd,"3,894.80",Revenue
Children's Services,28/01/2010,Safeguarding & Specialist Services,Foster Care Associates Ltd,"4,312.10",Revenue
Children's Services,28/01/2010,Safeguarding & Specialist Services,Foster Care Associates Ltd,"3,774.68",Revenue
Children's Services,28/01/2010,Safeguarding & Specialist Services,Foster Care Associates Ltd,"2,843.40",Revenue
Children's Services,04/02/2010,Safeguarding & Specialist Services,Foster Care Associates Ltd,520,Revenue
Children's Services,16/02/2010,Safeguarding & Specialist Services,Foster Care Associates Ltd,"3,374.35",Revenue
Children's Services,16/02/2010,Safeguarding & Specialist Services,Foster Care Associates Ltd,"3,374.35",Revenue
Children's Services,16/02/2010,Safeguarding & Specialist Services,Foster Care Associates Ltd,"4,312.10",Revenue
Children's Services,16/02/2010,Safeguarding & Specialist Services,Foster Care Associates Ltd,"3,374.35",Revenue
Children's Services,16/02/2010,Safeguarding & Specialist Services,Foster Care Associates Ltd,"4,179.11",Revenue
Children's Services,16/02/2010,Safeguarding & Specialist Services,Foster Care Associates Ltd,"4,179.11",Revenue
Children's Services,16/02/2010,Safeguarding & Specialist Services,Foster Care Associates Ltd,"3,148.05",Revenue
Children's Services,16/02/2010,Safeguarding & Specialist Services,Foster Care Associates Ltd,"3,148.05",Revenue
Children's Services,16/02/2010,Safeguarding & Specialist Services,Foster Care Associates Ltd,"4,179.11",Revenue
Children's Services,24/03/2010,Safeguarding & Specialist Services,Foster Care Associates Ltd,"3,265.50",Revenue
Children's Services,24/03/2010,Safeguarding & Specialist Services,Foster Care Associates Ltd,"4,173.00",Revenue
Children's Services,24/03/2010,Safeguarding & Specialist Services,Foster Care Associates Ltd,"3,265.50",Revenue
Children's Services,24/03/2010,Safeguarding & Specialist Services,Foster Care Associates Ltd,"4,044.30",Revenue
Children's Services,24/03/2010,Safeguarding & Specialist Services,Foster Care Associates Ltd,"4,044.30",Revenue
Children's Services,24/03/2010,Safeguarding & Specialist Services,Foster Care Associates Ltd,"3,046.50",Revenue
Children's Services,24/03/2010,Safeguarding & Specialist Services,Foster Care Associates Ltd,"3,046.50",Revenue
Children's Services,24/03/2010,Safeguarding & Specialist Services,Foster Care Associates Ltd,"4,044.30",Revenue
Children's Services,25/03/2010,Safeguarding & Specialist Services,Foster Care Associates Ltd,"3,265.50",Revenue
Adult & Community Services,19/01/2010,Learning Disability,Foster Care Associates Ltd,"2,843.40",Revenue
Adult & Community Services,19/01/2010,Learning Disability,Foster Care Associates Ltd,"3,774.68",Revenue
Adult & Community Services,19/01/2010,Learning Disability,Foster Care Associates Ltd,"3,774.68",Revenue
Adult & Community Services,19/01/2010,Learning Disability,Foster Care Associates Ltd,"3,047.80",Revenue
Adult & Community Services,19/01/2010,Learning Disability,Foster Care Associates Ltd,"3,047.80",Revenue
Adult & Community Services,19/01/2010,Learning Disability,Foster Care Associates Ltd,"3,047.80",Revenue
Adult & Community Services,08/01/2010,Elderly & Physical Disability,Foster Group,"15,990.42",Revenue
Adult & Community Services,19/01/2010,Elderly & Physical Disability,Foxleigh Grove Nursing Home,"3,634.75",Revenue
Adult & Community Services,19/01/2010,Elderly & Physical Disability,Foxleigh Grove Nursing Home,"3,207.26",Revenue
Adult & Community Services,10/02/2010,Elderly & Physical Disability,Foxleigh Grove Nursing Home,"2,896.88",Revenue
Adult & Community Services,10/02/2010,Elderly & Physical Disability,Foxleigh Grove Nursing Home,"3,283.08",Revenue
Adult & Community Services,16/03/2010,Elderly & Physical Disability,Foxleigh Grove Nursing Home,"3,207.26",Revenue
Adult & Community Services,16/03/2010,Elderly & Physical Disability,Foxleigh Grove Nursing Home,"3,634.75",Revenue
Children's Services,13/01/2010,ISB,Foxley Nursery School,"14,770.66",Revenue
Children's Services,02/03/2010,ISB,Foxley Nursery School,"2,606.59",Revenue
Adult & Community Services,11/03/2010,Outdoor Facilities,Frank P Matthews Ltd,596.5,Capital
Environmental Services,29/01/2010,Public Protection,Freeway Lift Services Ltd,"10,597.00",Capital
Adult & Community Services,23/03/2010,Drug Action Team,Friends Meeting House,600,Revenue
Adult & Community Services,23/03/2010,Magnet Leisure Centre,Frontline Products,831,Revenue
Children's Services,18/02/2010,ISB,Frontline Solutions,720,Revenue
Resources,18/03/2010,Accountancy Division,FTC Kaplan,"1,871.86",Revenue
Resources,09/02/2010,Pensions Fund,FTC Kaplan,976.38,Revenue
Adult & Community Services,17/03/2010,Libraries & Information Services,FunderFinder Ltd,500,Revenue
Children's Services,25/03/2010,Families & Young People,Furniture at Work Limited,596.1,Revenue
Children's Services,31/03/2010,Families & Young People,Furniture at Work Limited,"1,242.00",Revenue
Adult & Community Services,17/03/2010,Windsor Leisure Centre,Furniture at Work Limited,"1,386.00",Revenue
Environmental Services,10/03/2010,Highway Maintenance,G & W Groundworks Ltd,"3,974.95",Revenue
Environmental Services,28/01/2010,Coach & Car Parks,G & W Groundworks Ltd,"2,950.00",Revenue
Children's Services,02/03/2010,ISB,G K Hopps t/as Maidenhead Montessori Schools,"13,862.75",Revenue
Children's Services,16/03/2010,Safeguarding & Specialist Services,G K Hopps t/as Maidenhead Montessori Schools,"1,031.25",Revenue
Environmental Services,15/02/2010,Trading Accounts,G P T Services Ltd,"1,008.00",Revenue
Environmental Services,08/03/2010,Trading Accounts,G P T Services Ltd,"1,008.00",Revenue
Environmental Services,29/03/2010,Trading Accounts,G P T Services Ltd,"1,008.00",Revenue
Adult & Community Services,31/03/2010,Windsor Leisure Centre,G T Refrigeration (Chertsey) Ltd,"1,500.00",Revenue
Resources,17/02/2010,Corporate HR,Gallagher Training Initiatives,650,Revenue
Children's Services,29/03/2010,Families & Young People,Galt Educational,528.15,Revenue
Children's Services,31/03/2010,Families & Young People,Galt Educational,928.6,Revenue
Environmental Services,29/03/2010,Asset Management,Gardner Mechanical Services Ltd,"3,625.23",Capital
Childrens Services,22/03/2010,Schools-Non Devolved,Gardner Mechanical Services Ltd,735.33,Capital
Childrens Services,22/03/2010,Schools-Non Devolved,Gardner Mechanical Services Ltd,"1,247.49",Capital
Children's Services,18/03/2010,ISB,Gardner Mechanical Services Ltd,674.64,Revenue
Adult & Community Services,03/02/2010,Housing General,Gascoigne Pees,"1,200.00",Revenue
Adult & Community Services,03/02/2010,Housing General,Gascoigne Pees,"1,200.00",Revenue
Resources,22/01/2010,Pensions Fund,GCD Security (Locksmiths) Ltd,"2,326.40",Revenue
Resources,22/01/2010,Pensions Fund,GCD Security (Locksmiths) Ltd,"2,284.79",Revenue
Environmental Services,29/03/2010,Admin Buildings & Depots,GCD Security (Locksmiths) Ltd,"2,283.00",Revenue
Children's Services,02/02/2010,ISB,GCD Security (Locksmiths) Ltd,"1,797.88",Revenue
Environmental Services,02/03/2010,Admin Buildings & Depots,GE Capital Equipment Finance Ltd,"2,305.39",Revenue
Children's Services,11/01/2010,ISB,GE Capital Equipment Finance Ltd,940.76,Revenue
Adult & Community Services,14/01/2010,Magnet Leisure Centre,Gemma Bartholomew,696,Revenue
Children's Services,25/03/2010,ISB,Gems Hygiene Supplies Direct,583.75,Revenue
"Policy,Performance & Planning",02/03/2010,Joint Strategic Planning,Geoeconomics Ltd,"3,250.00",Revenue
"Policy,Performance & Planning",26/03/2010,Joint Strategic Planning,Geoeconomics Ltd,"6,015.52",Revenue
Adult & Community Services,24/02/2010,Leisure Centres,Gladstone MRM,"3,600.00",Capital
Adult & Community Services,24/02/2010,Leisure Centres,Gladstone MRM,"3,622.00",Capital
Adult & Community Services,29/03/2010,Community Services Unit,Gladstone MRM,"1,390.00",Revenue
Adult & Community Services,12/02/2010,Magnet Leisure Centre,Gladstone MRM,538,Revenue
Adult & Community Services,23/03/2010,Elderly & Physical Disability,Gladys Stevenson,"2,520.00",Revenue
Environmental Services,19/02/2010,Local Transport Plan,Glasdon UK Ltd,"4,297.20",Capital
Adult & Community Services,16/02/2010,Elderly & Physical Disability,Glenore Home Care Services,"1,480.32",Revenue
Adult & Community Services,16/02/2010,Elderly & Physical Disability,Glenore Home Care Services,"1,418.64",Revenue
